,food,ndbList,ndbNumber,group,measures,name,nutrient_id,unit,value
116,strawberries,0,09316,Vitamins,"[{'label': 'cup, halves', 'eqv': 152.0, 'eunit': 'g', 'qty': 1.0, 'value': '0.587'}, {'label': 'cup, pureed', 'eqv': 232.0, 'eunit': 'g', 'qty': 1.0, 'value': '0.896'}, {'label': 'cup, sliced', 'eqv': 166.0, 'eunit': 'g', 'qty': 1.0, 'value': '0.641'}, {'label': 'cup, whole', 'eqv': 144.0, 'eunit': 'g', 'qty': 1.0, 'value': '0.556'}, {'label': 'extra large (1-5/8"" dia)', 'eqv': 27.0, 'eunit': 'g', 'qty': 1.0, 'value': '0.104'}, {'label': 'large (1-3/8"" dia)', 'eqv': 18.0, 'eunit': 'g', 'qty': 1.0, 'value': '0.069'}, {'label': 'medium (1-1/4"" dia)', 'eqv': 12.0, 'eunit': 'g', 'qty': 1.0, 'value': '0.046'}, {'label': 'pint as purchased, yields', 'eqv': 357.0, 'eunit': 'g', 'qty': 1.0, 'value': '1.378'}, {'label': 'small (1"" dia)', 'eqv': 7.0, 'eunit': 'g', 'qty': 1.0, 'value': '0.027'}, {'label': 'NLEA serving', 'eqv': 147.0, 'eunit': 'g', 'qty': 1.0, 'value': '0.567'}]",Niacin,406,mg,0.386
117,strawberries,0,09316,Vitamins,"[{'label': 'cup, halves', 'eqv': 152.0, 'eunit': 'g', 'qty': 1.0, 'value': '0.071'}, {'label': 'cup, pureed', 'eqv': 232.0, 'eunit': 'g', 'qty': 1.0, 'value': '0.109'}, {'label': 'cup, sliced', 'eqv': 166.0, 'eunit': 'g', 'qty': 1.0, 'value': '0.078'}, {'label': 'cup, whole', 'eqv': 144.0, 'eunit': 'g', 'qty': 1.0, 'value': '0.068'}, {'label': 'extra large (1-5/8"" dia)', 'eqv': 27.0, 'eunit': 'g', 'qty': 1.0, 'value': '0.013'}, {'label': 'large (1-3/8"" dia)', 'eqv': 18.0, 'eunit': 'g', 'qty': 1.0, 'value': '0.008'}, {'label': 'medium (1-1/4"" dia)', 'eqv': 12.0, 'eunit': 'g', 'qty': 1.0, 'value': '0.006'}, {'label': 'pint as purchased, yields', 'eqv': 357.0, 'eunit': 'g', 'qty': 1.0, 'value': '0.168'}, {'label': 'small (1"" dia)', 'eqv': 7.0, 'eunit': 'g', 'qty': 1.0, 'value': '0.003'}, {'label': 'NLEA serving', 'eqv': 147.0, 'eunit': 'g', 'qty': 1.0, 'value': '0.069'}]",Vitamin B-6,415,mg,0.047
118,strawberries,0,09316,Vitamins,"[{'label': 'cup, halves', 'eqv': 152.0, 'eunit': 'g', 'qty': 1.0, 'value': '36'}, {'label': 'cup, pureed', 'eqv': 232.0, 'eunit': 'g', 'qty': 1.0, 'value': '56'}, {'label': 'cup, sliced', 'eqv': 166.0, 'eunit': 'g', 'qty': 1.0, 'value': '40'}, {'label': 'cup, whole', 'eqv': 144.0, 'eunit': 'g', 'qty': 1.0, 'value': '35'}, {'label': 'extra large (1-5/8"" dia)', 'eqv': 27.0, 'eunit': 'g', 'qty': 1.0, 'value': '6'}, {'label': 'large (1-3/8"" dia)', 'eqv': 18.0, 'eunit': 'g', 'qty': 1.0, 'value': '4'}, {'label': 'medium (1-1/4"" dia)', 'eqv': 12.0, 'eunit': 'g', 'qty': 1.0, 'value': '3'}, {'label': 'pint as purchased, yields', 'eqv': 357.0, 'eunit': 'g', 'qty': 1.0, 'value': '86'}, {'label': 'small (1"" dia)', 'eqv': 7.0, 'eunit': 'g', 'qty': 1.0, 'value': '2'}, {'label': 'NLEA serving', 'eqv': 147.0, 'eunit': 'g', 'qty': 1.0, 'value': '35'}]","Folate, DFE",435,µg,24
119,strawberries,0,09316,Vitamins,"[{'label': 'cup, halves', 'eqv': 152.0, 'eunit': 'g', 'qty': 1.0, 'value': '0.00'}, {'label': 'cup, pureed', 'eqv': 232.0, 'eunit': 'g', 'qty': 1.0, 'value': '0.00'}, {'label': 'cup, sliced', 'eqv': 166.0, 'eunit': 'g', 'qty': 1.0, 'value': '0.00'}, {'label': 'cup, whole', 'eqv': 144.0, 'eunit': 'g', 'qty': 1.0, 'value': '0.00'}, {'label': 'extra large (1-5/8"" dia)', 'eqv': 27.0, 'eunit': 'g', 'qty': 1.0, 'value': '0.00'}, {'label': 'large (1-3/8"" dia)', 'eqv': 18.0, 'eunit': 'g', 'qty': 1.0, 'value': '0.00'}, {'label': 'medium (1-1/4"" dia)', 'eqv': 12.0, 'eunit': 'g', 'qty': 1.0, 'value': '0.00'}, {'label': 'pint as purchased, yields', 'eqv': 357.0, 'eunit': 'g', 'qty': 1.0, 'value': '0.00'}, {'label': 'small (1"" dia)', 'eqv': 7.0, 'eunit': 'g', 'qty': 1.0, 'value': '0.00'}, {'label': 'NLEA serving', 'eqv': 147.0, 'eunit': 'g', 'qty': 1.0, 'value': '0.00'}]",Vitamin B-12,418,µg,0.00
120,strawberries,0,09316,Vitamins,"[{'label': 'cup, halves', 'eqv': 152.0, 'eunit': 'g', 'qty': 1.0, 'value': '2'}, {'label': 'cup, pureed', 'eqv': 232.0, 'eunit': 'g', 'qty': 1.0, 'value': '2'}, {'label': 'cup, sliced', 'eqv': 166.0, 'eunit': 'g', 'qty': 1.0, 'value': '2'}, {'label': 'cup, whole', 'eqv': 144.0, 'eunit': 'g', 'qty': 1.0, 'value': '1'}, {'label': 'extra large (1-5/8"" dia)', 'eqv': 27.0, 'eunit': 'g', 'qty': 1.0, 'value': '0'}, {'label': 'large (1-3/8"" dia)', 'eqv': 18.0, 'eunit': 'g', 'qty': 1.0, 'value': '0'}, {'label': 'medium (1-1/4"" dia)', 'eqv': 12.0, 'eunit': 'g', 'qty': 1.0, 'value': '0'}, {'label': 'pint as purchased, yields', 'eqv': 357.0, 'eunit': 'g', 'qty': 1.0, 'value': '4'}, {'label': 'small (1"" dia)', 'eqv': 7.0, 'eunit': 'g', 'qty': 1.0, 'value': '0'}, {'label': 'NLEA serving', 'eqv': 147.0, 'eunit': 'g', 'qty': 1.0, 'value': '1'}]","Vitamin A, RAE",320,µg,1
121,strawberries,0,09316,Vitamins,"[{'label': 'cup, halves', 'eqv': 152.0, 'eunit': 'g', 'qty': 1.0, 'value': '18'}, {'label': 'cup, pureed', 'eqv': 232.0, 'eunit': 'g', 'qty': 1.0, 'value': '28'}, {'label': 'cup, sliced', 'eqv': 166.0, 'eunit': 'g', 'qty': 1.0, 'value': '20'}, {'label': 'cup, whole', 'eqv': 144.0, 'eunit': 'g', 'qty': 1.0, 'value': '17'}, {'label': 'extra large (1-5/8"" dia)', 'eqv': 27.0, 'eunit': 'g', 'qty': 1.0, 'value': '3'}, {'label': 'large (1-3/8"" dia)', 'eqv': 18.0, 'eunit': 'g', 'qty': 1.0, 'value': '2'}, {'label': 'medium (1-1/4"" dia)', 'eqv': 12.0, 'eunit': 'g', 'qty': 1.0, 'value': '1'}, {'label': 'pint as purchased, yields', 'eqv': 357.0, 'eunit': 'g', 'qty': 1.0, 'value': '43'}, {'label': 'small (1"" dia)', 'eqv': 7.0, 'eunit': 'g', 'qty': 1.0, 'value': '1'}, {'label': 'NLEA serving', 'eqv': 147.0, 'eunit': 'g', 'qty': 1.0, 'value': '18'}]","Vitamin A, IU",318,IU,12
122,strawberries,0,09316,Vitamins,"[{'label': 'cup, halves', 'eqv': 152.0, 'eunit': 'g', 'qty': 1.0, 'value': '0.44'}, {'label': 'cup, pureed', 'eqv': 232.0, 'eunit': 'g', 'qty': 1.0, 'value': '0.67'}, {'label': 'cup, sliced', 'eqv': 166.0, 'eunit': 'g', 'qty': 1.0, 'value': '0.48'}, {'label': 'cup, whole', 'eqv': 144.0, 'eunit': 'g', 'qty': 1.0, 'value': '0.42'}, {'label': 'extra large (1-5/8"" dia)', 'eqv': 27.0, 'eunit': 'g', 'qty': 1.0, 'value': '0.08'}, {'label': 'large (1-3/8"" dia)', 'eqv': 18.0, 'eunit': 'g', 'qty': 1.0, 'value': '0.05'}, {'label': 'medium (1-1/4"" dia)', 'eqv': 12.0, 'eunit': 'g', 'qty': 1.0, 'value': '0.03'}, {'label': 'pint as purchased, yields', 'eqv': 357.0, 'eunit': 'g', 'qty': 1.0, 'value': '1.04'}, {'label': 'small (1"" dia)', 'eqv': 7.0, 'eunit': 'g', 'qty': 1.0, 'value': '0.02'}, {'label': 'NLEA serving', 'eqv': 147.0, 'eunit': 'g', 'qty': 1.0, 'value': '0.43'}]",Vitamin E (alpha-tocopherol),323,mg,0.29
123,strawberries,0,09316,Vitamins,"[{'label': 'cup, halves', 'eqv': 152.0, 'eunit': 'g', 'qty': 1.0, 'value': '0.0'}, {'label': 'cup, pureed', 'eqv': 232.0, 'eunit': 'g', 'qty': 1.0, 'value': '0.0'}, {'label': 'cup, sliced', 'eqv': 166.0, 'eunit': 'g', 'qty': 1.0, 'value': '0.0'}, {'label': 'cup, whole', 'eqv': 144.0, 'eunit': 'g', 'qty': 1.0, 'value': '0.0'}, {'label': 'extra large (1-5/8"" dia)', 'eqv': 27.0, 'eunit': 'g', 'qty': 1.0, 'value': '0.0'}, {'label': 'large (1-3/8"" dia)', 'eqv': 18.0, 'eunit': 'g', 'qty': 1.0, 'value': '0.0'}, {'label': 'medium (1-1/4"" dia)', 'eqv': 12.0, 'eunit': 'g', 'qty': 1.0, 'value': '0.0'}, {'label': 'pint as purchased, yields', 'eqv': 357.0, 'eunit': 'g', 'qty': 1.0, 'value': '0.0'}, {'label': 'small (1"" dia)', 'eqv': 7.0, 'eunit': 'g', 'qty': 1.0, 'value': '0.0'}, {'label': 'NLEA serving', 'eqv': 147.0, 'eunit': 'g', 'qty': 1.0, 'value': '0.0'}]",Vitamin D (D2 + D3),328,µg,0.0
124,strawberries,0,09316,Vitamins,"[{'label': 'cup, halves', 'eqv': 152.0, 'eunit': 'g', 'qty': 1.0, 'value': '0'}, {'label': 'cup, pureed', 'eqv': 232.0, 'eunit': 'g', 'qty': 1.0, 'value': '0'}, {'label': 'cup, sliced', 'eqv': 166.0, 'eunit': 'g', 'qty': 1.0, 'value': '0'}, {'label': 'cup, whole', 'eqv': 144.0, 'eunit': 'g', 'qty': 1.0, 'value': '0'}, {'label': 'extra large (1-5/8"" dia)', 'eqv': 27.0, 'eunit': 'g', 'qty': 1.0, 'value': '0'}, {'label': 'large (1-3/8"" dia)', 'eqv': 18.0, 'eunit': 'g', 'qty': 1.0, 'value': '0'}, {'label': 'medium (1-1/4"" dia)', 'eqv': 12.0, 'eunit': 'g', 'qty': 1.0, 'value': '0'}, {'label': 'pint as purchased, yields', 'eqv': 357.0, 'eunit': 'g', 'qty': 1.0, 'value': '0'}, {'label': 'small (1"" dia)', 'eqv': 7.0, 'eunit': 'g', 'qty': 1.0, 'value': '0'}, {'label': 'NLEA serving', 'eqv': 147.0, 'eunit': 'g', 'qty': 1.0, 'value': '0'}]",Vitamin D,324,IU,0
125,strawberries,0,09316,Vitamins,"[{'label': 'cup, halves', 'eqv': 152.0, 'eunit': 'g', 'qty': 1.0, 'value': '3.3'}, {'label': 'cup, pureed', 'eqv': 232.0, 'eunit': 'g', 'qty': 1.0, 'value': '5.1'}, {'label': 'cup, sliced', 'eqv': 166.0, 'eunit': 'g', 'qty': 1.0, 'value': '3.7'}, {'label': 'cup, whole', 'eqv': 144.0, 'eunit': 'g', 'qty': 1.0, 'value': '3.2'}, {'label': 'extra large (1-5/8"" dia)', 'eqv': 27.0, 'eunit': 'g', 'qty': 1.0, 'value': '0.6'}, {'label': 'large (1-3/8"" dia)', 'eqv': 18.0, 'eunit': 'g', 'qty': 1.0, 'value': '0.4'}, {'label': 'medium (1-1/4"" dia)', 'eqv': 12.0, 'eunit': 'g', 'qty': 1.0, 'value': '0.3'}, {'label': 'pint as purchased, yields', 'eqv': 357.0, 'eunit': 'g', 'qty': 1.0, 'value': '7.9'}, {'label': 'small (1"" dia)', 'eqv': 7.0, 'eunit': 'g', 'qty': 1.0, 'value': '0.2'}, {'label': 'NLEA serving', 'eqv': 147.0, 'eunit': 'g', 'qty': 1.0, 'value': '3.2'}]",Vitamin K (phylloquinone),430,µg,2.2
126,strawberries,0,09316,Lipids,"[{'label': 'cup, halves', 'eqv': 152.0, 'eunit': 'g', 'qty': 1.0, 'value': '0.023'}, {'label': 'cup, pureed', 'eqv': 232.0, 'eunit': 'g', 'qty': 1.0, 'value': '0.035'}, {'label': 'cup, sliced', 'eqv': 166.0, 'eunit': 'g', 'qty': 1.0, 'value': '0.025'}, {'label': 'cup, whole', 'eqv': 144.0, 'eunit': 'g', 'qty': 1.0, 'value': '0.022'}, {'label': 'extra large (1-5/8"" dia)', 'eqv': 27.0, 'eunit': 'g', 'qty': 1.0, 'value': '0.004'}, {'label': 'large (1-3/8"" dia)', 'eqv': 18.0, 'eunit': 'g', 'qty': 1.0, 'value': '0.003'}, {'label': 'medium (1-1/4"" dia)', 'eqv': 12.0, 'eunit': 'g', 'qty': 1.0, 'value': '0.002'}, {'label': 'pint as purchased, yields', 'eqv': 357.0, 'eunit': 'g', 'qty': 1.0, 'value': '0.054'}, {'label': 'small (1"" dia)', 'eqv': 7.0, 'eunit': 'g', 'qty': 1.0, 'value': '0.001'}, {'label': 'NLEA serving', 'eqv': 147.0, 'eunit': 'g', 'qty': 1.0, 'value': '0.022'}]","Fatty acids, total saturated",606,g,0.015
127,strawberries,0,09316,Lipids,"[{'label': 'cup, halves', 'eqv': 152.0, 'eunit': 'g', 'qty': 1.0, 'value': '0.065'}, {'label': 'cup, pureed', 'eqv': 232.0, 'eunit': 'g', 'qty': 1.0, 'value': '0.100'}, {'label': 'cup, sliced', 'eqv': 166.0, 'eunit': 'g', 'qty': 1.0, 'value': '0.071'}, {'label': 'cup, whole', 'eqv': 144.0, 'eunit': 'g', 'qty': 1.0, 'value': '0.062'}, {'label': 'extra large (1-5/8"" dia)', 'eqv': 27.0, 'eunit': 'g', 'qty': 1.0, 'value': '0.012'}, {'label': 'large (1-3/8"" dia)', 'eqv': 18.0, 'eunit': 'g', 'qty': 1.0, 'value': '0.008'}, {'label': 'medium (1-1/4"" dia)', 'eqv': 12.0, 'eunit': 'g', 'qty': 1.0, 'value': '0.005'}, {'label': 'pint as purchased, yields', 'eqv': 357.0, 'eunit': 'g', 'qty': 1.0, 'value': '0.154'}, {'label': 'small (1"" dia)', 'eqv': 7.0, 'eunit': 'g', 'qty': 1.0, 'value': '0.003'}, {'label': 'NLEA serving', 'eqv': 147.0, 'eunit': 'g', 'qty': 1.0, 'value': '0.063'}]","Fatty acids, total monounsaturated",645,g,0.043
128,strawberries,0,09316,Lipids,"[{'label': 'cup, halves', 'eqv': 152.0, 'eunit': 'g', 'qty': 1.0, 'value': '0.236'}, {'label': 'cup, pureed', 'eqv': 232.0, 'eunit': 'g', 'qty': 1.0, 'value': '0.360'}, {'label': 'cup, sliced', 'eqv': 166.0, 'eunit': 'g', 'qty': 1.0, 'value': '0.257'}, {'label': 'cup, whole', 'eqv': 144.0, 'eunit': 'g', 'qty': 1.0, 'value': '0.223'}, {'label': 'extra large (1-5/8"" dia)', 'eqv': 27.0, 'eunit': 'g', 'qty': 1.0, 'value': '0.042'}, {'label': 'large (1-3/8"" dia)', 'eqv': 18.0, 'eunit': 'g', 'qty': 1.0, 'value': '0.028'}, {'label': 'medium (1-1/4"" dia)', 'eqv': 12.0, 'eunit': 'g', 'qty': 1.0, 'value': '0.019'}, {'label': 'pint as purchased, yields', 'eqv': 357.0, 'eunit': 'g', 'qty': 1.0, 'value': '0.553'}, {'label': 'small (1"" dia)', 'eqv': 7.0, 'eunit': 'g', 'qty': 1.0, 'value': '0.011'}, {'label': 'NLEA serving', 'eqv': 147.0, 'eunit': 'g', 'qty': 1.0, 'value': '0.228'}]","Fatty acids, total polyunsaturated",646,g,0.155
129,strawberries,0,09316,Lipids,"[{'label': 'cup, halves', 'eqv': 152.0, 'eunit': 'g', 'qty': 1.0, 'value': '0.000'}, {'label': 'cup, pureed', 'eqv': 232.0, 'eunit': 'g', 'qty': 1.0, 'value': '0.000'}, {'label': 'cup, sliced', 'eqv': 166.0, 'eunit': 'g', 'qty': 1.0, 'value': '0.000'}, {'label': 'cup, whole', 'eqv': 144.0, 'eunit': 'g', 'qty': 1.0, 'value': '0.000'}, {'label': 'extra large (1-5/8"" dia)', 'eqv': 27.0, 'eunit': 'g', 'qty': 1.0, 'value': '0.000'}, {'label': 'large (1-3/8"" dia)', 'eqv': 18.0, 'eunit': 'g', 'qty': 1.0, 'value': '0.000'}, {'label': 'medium (1-1/4"" dia)', 'eqv': 12.0, 'eunit': 'g', 'qty': 1.0, 'value': '0.000'}, {'label': 'pint as purchased, yields', 'eqv': 357.0, 'eunit': 'g', 'qty': 1.0, 'value': '0.000'}, {'label': 'small (1"" dia)', 'eqv': 7.0, 'eunit': 'g', 'qty': 1.0, 'value': '0.000'}, {'label': 'NLEA serving', 'eqv': 147.0, 'eunit': 'g', 'qty': 1.0, 'value': '0.000'}]","Fatty acids, total trans",605,g,0.000
130,strawberries,0,09316,Lipids,"[{'label': 'cup, halves', 'eqv': 152.0, 'eunit': 'g', 'qty': 1.0, 'value': '0'}, {'label': 'cup, pureed', 'eqv': 232.0, 'eunit': 'g', 'qty': 1.0, 'value': '0'}, {'label': 'cup, sliced', 'eqv': 166.0, 'eunit': 'g', 'qty': 1.0, 'value': '0'}, {'label': 'cup, whole', 'eqv': 144.0, 'eunit': 'g', 'qty': 1.0, 'value': '0'}, {'label': 'extra large (1-5/8"" dia)', 'eqv': 27.0, 'eunit': 'g', 'qty': 1.0, 'value': '0'}, {'label': 'large (1-3/8"" dia)', 'eqv': 18.0, 'eunit': 'g', 'qty': 1.0, 'value': '0'}, {'label': 'medium (1-1/4"" dia)', 'eqv': 12.0, 'eunit': 'g', 'qty': 1.0, 'value': '0'}, {'label': 'pint as purchased, yields', 'eqv': 357.0, 'eunit': 'g', 'qty': 1.0, 'value': '0'}, {'label': 'small (1"" dia)', 'eqv': 7.0, 'eunit': 'g', 'qty': 1.0, 'value': '0'}, {'label': 'NLEA serving', 'eqv': 147.0, 'eunit': 'g', 'qty': 1.0, 'value': '0'}]",Cholesterol,601,mg,0
131,strawberries,0,09316,Other,"[{'label': 'cup, halves', 'eqv': 152.0, 'eunit': 'g', 'qty': 1.0, 'value': '0'}, {'label': 'cup, pureed', 'eqv': 232.0, 'eunit': 'g', 'qty': 1.0, 'value': '0'}, {'label': 'cup, sliced', 'eqv': 166.0, 'eunit': 'g', 'qty': 1.0, 'value': '0'}, {'label': 'cup, whole', 'eqv': 144.0, 'eunit': 'g', 'qty': 1.0, 'value': '0'}, {'label': 'extra large (1-5/8"" dia)', 'eqv': 27.0, 'eunit': 'g', 'qty': 1.0, 'value': '0'}, {'label': 'large (1-3/8"" dia)', 'eqv': 18.0, 'eunit': 'g', 'qty': 1.0, 'value': '0'}, {'label': 'medium (1-1/4"" dia)', 'eqv': 12.0, 'eunit': 'g', 'qty': 1.0, 'value': '0'}, {'label': 'pint as purchased, yields', 'eqv': 357.0, 'eunit': 'g', 'qty': 1.0, 'value': '0'}, {'label': 'small (1"" dia)', 'eqv': 7.0, 'eunit': 'g', 'qty': 1.0, 'value': '0'}, {'label': 'NLEA serving', 'eqv': 147.0, 'eunit': 'g', 'qty': 1.0, 'value': '0'}]",Caffeine,262,mg,0
132,plums,0,09279,Proximates,"[{'label': 'cup, sliced', 'eqv': 165.0, 'eunit': 'g', 'qty': 1.0, 'value': '143.93'}, {'label': 'fruit (2-1/8"" dia)', 'eqv': 66.0, 'eunit': 'g', 'qty': 1.0, 'value': '57.57'}, {'label': 'NLEA serving', 'eqv': 151.0, 'eunit': 'g', 'qty': 1.0, 'value': '131.72'}]",Water,255,g,87.23
133,plums,0,09279,Proximates,"[{'label': 'cup, sliced', 'eqv': 165.0, 'eunit': 'g', 'qty': 1.0, 'value': '76'}, {'label': 'fruit (2-1/8"" dia)', 'eqv': 66.0, 'eunit': 'g', 'qty': 1.0, 'value': '30'}, {'label': 'NLEA serving', 'eqv': 151.0, 'eunit': 'g', 'qty': 1.0, 'value': '69'}]",Energy,208,kcal,46
134,plums,0,09279,Proximates,"[{'label': 'cup, sliced', 'eqv': 165.0, 'eunit': 'g', 'qty': 1.0, 'value': '1.15'}, {'label': 'fruit (2-1/8"" dia)', 'eqv': 66.0, 'eunit': 'g', 'qty': 1.0, 'value': '0.46'}, {'label': 'NLEA serving', 'eqv': 151.0, 'eunit': 'g', 'qty': 1.0, 'value': '1.06'}]",Protein,203,g,0.70
135,plums,0,09279,Proximates,"[{'label': 'cup, sliced', 'eqv': 165.0, 'eunit': 'g', 'qty': 1.0, 'value': '0.46'}, {'label': 'fruit (2-1/8"" dia)', 'eqv': 66.0, 'eunit': 'g', 'qty': 1.0, 'value': '0.18'}, {'label': 'NLEA serving', 'eqv': 151.0, 'eunit': 'g', 'qty': 1.0, 'value': '0.42'}]",Total lipid (fat),204,g,0.28
136,plums,0,09279,Proximates,"[{'label': 'cup, sliced', 'eqv': 165.0, 'eunit': 'g', 'qty': 1.0, 'value': '18.84'}, {'label': 'fruit (2-1/8"" dia)', 'eqv': 66.0, 'eunit': 'g', 'qty': 1.0, 'value': '7.54'}, {'label': 'NLEA serving', 'eqv': 151.0, 'eunit': 'g', 'qty': 1.0, 'value': '17.24'}]","Carbohydrate, by difference",205,g,11.42
137,plums,0,09279,Proximates,"[{'label': 'cup, sliced', 'eqv': 165.0, 'eunit': 'g', 'qty': 1.0, 'value': '2.3'}, {'label': 'fruit (2-1/8"" dia)', 'eqv': 66.0, 'eunit': 'g', 'qty': 1.0, 'value': '0.9'}, {'label': 'NLEA serving', 'eqv': 151.0, 'eunit': 'g', 'qty': 1.0, 'value': '2.1'}]","Fiber, total dietary",291,g,1.4
138,plums,0,09279,Proximates,"[{'label': 'cup, sliced', 'eqv': 165.0, 'eunit': 'g', 'qty': 1.0, 'value': '16.37'}, {'label': 'fruit (2-1/8"" dia)', 'eqv': 66.0, 'eunit': 'g', 'qty': 1.0, 'value': '6.55'}, {'label': 'NLEA serving', 'eqv': 151.0, 'eunit': 'g', 'qty': 1.0, 'value': '14.98'}]","Sugars, total",269,g,9.92
139,plums,0,09279,Minerals,"[{'label': 'cup, sliced', 'eqv': 165.0, 'eunit': 'g', 'qty': 1.0, 'value': '10'}, {'label': 'fruit (2-1/8"" dia)', 'eqv': 66.0, 'eunit': 'g', 'qty': 1.0, 'value': '4'}, {'label': 'NLEA serving', 'eqv': 151.0, 'eunit': 'g', 'qty': 1.0, 'value': '9'}]","Calcium, Ca",301,mg,6
140,plums,0,09279,Minerals,"[{'label': 'cup, sliced', 'eqv': 165.0, 'eunit': 'g', 'qty': 1.0, 'value': '0.28'}, {'label': 'fruit (2-1/8"" dia)', 'eqv': 66.0, 'eunit': 'g', 'qty': 1.0, 'value': '0.11'}, {'label': 'NLEA serving', 'eqv': 151.0, 'eunit': 'g', 'qty': 1.0, 'value': '0.26'}]","Iron, Fe",303,mg,0.17
141,plums,0,09279,Minerals,"[{'label': 'cup, sliced', 'eqv': 165.0, 'eunit': 'g', 'qty': 1.0, 'value': '12'}, {'label': 'fruit (2-1/8"" dia)', 'eqv': 66.0, 'eunit': 'g', 'qty': 1.0, 'value': '5'}, {'label': 'NLEA serving', 'eqv': 151.0, 'eunit': 'g', 'qty': 1.0, 'value': '11'}]","Magnesium, Mg",304,mg,7
142,plums,0,09279,Minerals,"[{'label': 'cup, sliced', 'eqv': 165.0, 'eunit': 'g', 'qty': 1.0, 'value': '26'}, {'label': 'fruit (2-1/8"" dia)', 'eqv': 66.0, 'eunit': 'g', 'qty': 1.0, 'value': '11'}, {'label': 'NLEA serving', 'eqv': 151.0, 'eunit': 'g', 'qty': 1.0, 'value': '24'}]","Phosphorus, P",305,mg,16
143,plums,0,09279,Minerals,"[{'label': 'cup, sliced', 'eqv': 165.0, 'eunit': 'g', 'qty': 1.0, 'value': '259'}, {'label': 'fruit (2-1/8"" dia)', 'eqv': 66.0, 'eunit': 'g', 'qty': 1.0, 'value': '104'}, {'label': 'NLEA serving', 'eqv': 151.0, 'eunit': 'g', 'qty': 1.0, 'value': '237'}]","Potassium, K",306,mg,157
144,plums,0,09279,Minerals,"[{'label': 'cup, sliced', 'eqv': 165.0, 'eunit': 'g', 'qty': 1.0, 'value': '0'}, {'label': 'fruit (2-1/8"" dia)', 'eqv': 66.0, 'eunit': 'g', 'qty': 1.0, 'value': '0'}, {'label': 'NLEA serving', 'eqv': 151.0, 'eunit': 'g', 'qty': 1.0, 'value': '0'}]","Sodium, Na",307,mg,0
145,plums,0,09279,Minerals,"[{'label': 'cup, sliced', 'eqv': 165.0, 'eunit': 'g', 'qty': 1.0, 'value': '0.17'}, {'label': 'fruit (2-1/8"" dia)', 'eqv': 66.0, 'eunit': 'g', 'qty': 1.0, 'value': '0.07'}, {'label': 'NLEA serving', 'eqv': 151.0, 'eunit': 'g', 'qty': 1.0, 'value': '0.15'}]","Zinc, Zn",309,mg,0.10
146,plums,0,09279,Vitamins,"[{'label': 'cup, sliced', 'eqv': 165.0, 'eunit': 'g', 'qty': 1.0, 'value': '15.7'}, {'label': 'fruit (2-1/8"" dia)', 'eqv': 66.0, 'eunit': 'g', 'qty': 1.0, 'value': '6.3'}, {'label': 'NLEA serving', 'eqv': 151.0, 'eunit': 'g', 'qty': 1.0, 'value': '14.3'}]","Vitamin C, total ascorbic acid",401,mg,9.5
147,plums,0,09279,Vitamins,"[{'label': 'cup, sliced', 'eqv': 165.0, 'eunit': 'g', 'qty': 1.0, 'value': '0.046'}, {'label': 'fruit (2-1/8"" dia)', 'eqv': 66.0, 'eunit': 'g', 'qty': 1.0, 'value': '0.018'}, {'label': 'NLEA serving', 'eqv': 151.0, 'eunit': 'g', 'qty': 1.0, 'value': '0.042'}]",Thiamin,404,mg,0.028
148,plums,0,09279,Vitamins,"[{'label': 'cup, sliced', 'eqv': 165.0, 'eunit': 'g', 'qty': 1.0, 'value': '0.043'}, {'label': 'fruit (2-1/8"" dia)', 'eqv': 66.0, 'eunit': 'g', 'qty': 1.0, 'value': '0.017'}, {'label': 'NLEA serving', 'eqv': 151.0, 'eunit': 'g', 'qty': 1.0, 'value': '0.039'}]",Riboflavin,405,mg,0.026
149,plums,0,09279,Vitamins,"[{'label': 'cup, sliced', 'eqv': 165.0, 'eunit': 'g', 'qty': 1.0, 'value': '0.688'}, {'label': 'fruit (2-1/8"" dia)', 'eqv': 66.0, 'eunit': 'g', 'qty': 1.0, 'value': '0.275'}, {'label': 'NLEA serving', 'eqv': 151.0, 'eunit': 'g', 'qty': 1.0, 'value': '0.630'}]",Niacin,406,mg,0.417
150,plums,0,09279,Vitamins,"[{'label': 'cup, sliced', 'eqv': 165.0, 'eunit': 'g', 'qty': 1.0, 'value': '0.048'}, {'label': 'fruit (2-1/8"" dia)', 'eqv': 66.0, 'eunit': 'g', 'qty': 1.0, 'value': '0.019'}, {'label': 'NLEA serving', 'eqv': 151.0, 'eunit': 'g', 'qty': 1.0, 'value': '0.044'}]",Vitamin B-6,415,mg,0.029
151,plums,0,09279,Vitamins,"[{'label': 'cup, sliced', 'eqv': 165.0, 'eunit': 'g', 'qty': 1.0, 'value': '8'}, {'label': 'fruit (2-1/8"" dia)', 'eqv': 66.0, 'eunit': 'g', 'qty': 1.0, 'value': '3'}, {'label': 'NLEA serving', 'eqv': 151.0, 'eunit': 'g', 'qty': 1.0, 'value': '8'}]","Folate, DFE",435,µg,5
