,food,ndbList,ndbNumber,group,measures,name,nutrient_id,unit,value
507,apples,0,09003,Lipids,"[{'label': 'cup, quartered or chopped', 'eqv': 125.0, 'eunit': 'g', 'qty': 1.0, 'value': '0.000'}, {'label': 'cup slices', 'eqv': 109.0, 'eunit': 'g', 'qty': 1.0, 'value': '0.000'}, {'label': 'large (3-1/4"" dia)', 'eqv': 223.0, 'eunit': 'g', 'qty': 1.0, 'value': '0.000'}, {'label': 'medium (3"" dia)', 'eqv': 182.0, 'eunit': 'g', 'qty': 1.0, 'value': '0.000'}, {'label': 'small (2-3/4"" dia)', 'eqv': 149.0, 'eunit': 'g', 'qty': 1.0, 'value': '0.000'}, {'label': 'extra small (2-1/2"" dia)', 'eqv': 101.0, 'eunit': 'g', 'qty': 1.0, 'value': '0.000'}, {'label': 'NLEA serving', 'eqv': 242.0, 'eunit': 'g', 'qty': 1.0, 'value': '0.000'}]","Fatty acids, total trans",605,g,0.000
508,apples,0,09003,Lipids,"[{'label': 'cup, quartered or chopped', 'eqv': 125.0, 'eunit': 'g', 'qty': 1.0, 'value': '0'}, {'label': 'cup slices', 'eqv': 109.0, 'eunit': 'g', 'qty': 1.0, 'value': '0'}, {'label': 'large (3-1/4"" dia)', 'eqv': 223.0, 'eunit': 'g', 'qty': 1.0, 'value': '0'}, {'label': 'medium (3"" dia)', 'eqv': 182.0, 'eunit': 'g', 'qty': 1.0, 'value': '0'}, {'label': 'small (2-3/4"" dia)', 'eqv': 149.0, 'eunit': 'g', 'qty': 1.0, 'value': '0'}, {'label': 'extra small (2-1/2"" dia)', 'eqv': 101.0, 'eunit': 'g', 'qty': 1.0, 'value': '0'}, {'label': 'NLEA serving', 'eqv': 242.0, 'eunit': 'g', 'qty': 1.0, 'value': '0'}]",Cholesterol,601,mg,0
509,apples,0,09003,Other,"[{'label': 'cup, quartered or chopped', 'eqv': 125.0, 'eunit': 'g', 'qty': 1.0, 'value': '0'}, {'label': 'cup slices', 'eqv': 109.0, 'eunit': 'g', 'qty': 1.0, 'value': '0'}, {'label': 'large (3-1/4"" dia)', 'eqv': 223.0, 'eunit': 'g', 'qty': 1.0, 'value': '0'}, {'label': 'medium (3"" dia)', 'eqv': 182.0, 'eunit': 'g', 'qty': 1.0, 'value': '0'}, {'label': 'small (2-3/4"" dia)', 'eqv': 149.0, 'eunit': 'g', 'qty': 1.0, 'value': '0'}, {'label': 'extra small (2-1/2"" dia)', 'eqv': 101.0, 'eunit': 'g', 'qty': 1.0, 'value': '0'}, {'label': 'NLEA serving', 'eqv': 242.0, 'eunit': 'g', 'qty': 1.0, 'value': '0'}]",Caffeine,262,mg,0
510,peaches,0,09236,Proximates,"[{'label': 'cup slices', 'eqv': 154.0, 'eunit': 'g', 'qty': 1.0, 'value': '136.86'}, {'label': 'small (2-1/2"" dia)', 'eqv': 130.0, 'eunit': 'g', 'qty': 1.0, 'value': '115.53'}, {'label': 'medium (2-2/3"" dia)', 'eqv': 150.0, 'eunit': 'g', 'qty': 1.0, 'value': '133.31'}, {'label': 'large (2-3/4"" dia)', 'eqv': 175.0, 'eunit': 'g', 'qty': 1.0, 'value': '155.52'}, {'label': 'extra large (3"" dia)', 'eqv': 224.0, 'eunit': 'g', 'qty': 1.0, 'value': '199.07'}, {'label': 'NLEA serving', 'eqv': 147.0, 'eunit': 'g', 'qty': 1.0, 'value': '130.64'}]",Water,255,g,88.87
511,peaches,0,09236,Proximates,"[{'label': 'cup slices', 'eqv': 154.0, 'eunit': 'g', 'qty': 1.0, 'value': '60'}, {'label': 'small (2-1/2"" dia)', 'eqv': 130.0, 'eunit': 'g', 'qty': 1.0, 'value': '51'}, {'label': 'medium (2-2/3"" dia)', 'eqv': 150.0, 'eunit': 'g', 'qty': 1.0, 'value': '58'}, {'label': 'large (2-3/4"" dia)', 'eqv': 175.0, 'eunit': 'g', 'qty': 1.0, 'value': '68'}, {'label': 'extra large (3"" dia)', 'eqv': 224.0, 'eunit': 'g', 'qty': 1.0, 'value': '87'}, {'label': 'NLEA serving', 'eqv': 147.0, 'eunit': 'g', 'qty': 1.0, 'value': '57'}]",Energy,208,kcal,39
512,peaches,0,09236,Proximates,"[{'label': 'cup slices', 'eqv': 154.0, 'eunit': 'g', 'qty': 1.0, 'value': '1.40'}, {'label': 'small (2-1/2"" dia)', 'eqv': 130.0, 'eunit': 'g', 'qty': 1.0, 'value': '1.18'}, {'label': 'medium (2-2/3"" dia)', 'eqv': 150.0, 'eunit': 'g', 'qty': 1.0, 'value': '1.36'}, {'label': 'large (2-3/4"" dia)', 'eqv': 175.0, 'eunit': 'g', 'qty': 1.0, 'value': '1.59'}, {'label': 'extra large (3"" dia)', 'eqv': 224.0, 'eunit': 'g', 'qty': 1.0, 'value': '2.04'}, {'label': 'NLEA serving', 'eqv': 147.0, 'eunit': 'g', 'qty': 1.0, 'value': '1.34'}]",Protein,203,g,0.91
513,peaches,0,09236,Proximates,"[{'label': 'cup slices', 'eqv': 154.0, 'eunit': 'g', 'qty': 1.0, 'value': '0.39'}, {'label': 'small (2-1/2"" dia)', 'eqv': 130.0, 'eunit': 'g', 'qty': 1.0, 'value': '0.33'}, {'label': 'medium (2-2/3"" dia)', 'eqv': 150.0, 'eunit': 'g', 'qty': 1.0, 'value': '0.38'}, {'label': 'large (2-3/4"" dia)', 'eqv': 175.0, 'eunit': 'g', 'qty': 1.0, 'value': '0.44'}, {'label': 'extra large (3"" dia)', 'eqv': 224.0, 'eunit': 'g', 'qty': 1.0, 'value': '0.56'}, {'label': 'NLEA serving', 'eqv': 147.0, 'eunit': 'g', 'qty': 1.0, 'value': '0.37'}]",Total lipid (fat),204,g,0.25
514,peaches,0,09236,Proximates,"[{'label': 'cup slices', 'eqv': 154.0, 'eunit': 'g', 'qty': 1.0, 'value': '14.69'}, {'label': 'small (2-1/2"" dia)', 'eqv': 130.0, 'eunit': 'g', 'qty': 1.0, 'value': '12.40'}, {'label': 'medium (2-2/3"" dia)', 'eqv': 150.0, 'eunit': 'g', 'qty': 1.0, 'value': '14.31'}, {'label': 'large (2-3/4"" dia)', 'eqv': 175.0, 'eunit': 'g', 'qty': 1.0, 'value': '16.69'}, {'label': 'extra large (3"" dia)', 'eqv': 224.0, 'eunit': 'g', 'qty': 1.0, 'value': '21.37'}, {'label': 'NLEA serving', 'eqv': 147.0, 'eunit': 'g', 'qty': 1.0, 'value': '14.02'}]","Carbohydrate, by difference",205,g,9.54
515,peaches,0,09236,Proximates,"[{'label': 'cup slices', 'eqv': 154.0, 'eunit': 'g', 'qty': 1.0, 'value': '2.3'}, {'label': 'small (2-1/2"" dia)', 'eqv': 130.0, 'eunit': 'g', 'qty': 1.0, 'value': '1.9'}, {'label': 'medium (2-2/3"" dia)', 'eqv': 150.0, 'eunit': 'g', 'qty': 1.0, 'value': '2.2'}, {'label': 'large (2-3/4"" dia)', 'eqv': 175.0, 'eunit': 'g', 'qty': 1.0, 'value': '2.6'}, {'label': 'extra large (3"" dia)', 'eqv': 224.0, 'eunit': 'g', 'qty': 1.0, 'value': '3.4'}, {'label': 'NLEA serving', 'eqv': 147.0, 'eunit': 'g', 'qty': 1.0, 'value': '2.2'}]","Fiber, total dietary",291,g,1.5
516,peaches,0,09236,Proximates,"[{'label': 'cup slices', 'eqv': 154.0, 'eunit': 'g', 'qty': 1.0, 'value': '12.92'}, {'label': 'small (2-1/2"" dia)', 'eqv': 130.0, 'eunit': 'g', 'qty': 1.0, 'value': '10.91'}, {'label': 'medium (2-2/3"" dia)', 'eqv': 150.0, 'eunit': 'g', 'qty': 1.0, 'value': '12.59'}, {'label': 'large (2-3/4"" dia)', 'eqv': 175.0, 'eunit': 'g', 'qty': 1.0, 'value': '14.68'}, {'label': 'extra large (3"" dia)', 'eqv': 224.0, 'eunit': 'g', 'qty': 1.0, 'value': '18.79'}, {'label': 'NLEA serving', 'eqv': 147.0, 'eunit': 'g', 'qty': 1.0, 'value': '12.33'}]","Sugars, total",269,g,8.39
517,peaches,0,09236,Minerals,"[{'label': 'cup slices', 'eqv': 154.0, 'eunit': 'g', 'qty': 1.0, 'value': '9'}, {'label': 'small (2-1/2"" dia)', 'eqv': 130.0, 'eunit': 'g', 'qty': 1.0, 'value': '8'}, {'label': 'medium (2-2/3"" dia)', 'eqv': 150.0, 'eunit': 'g', 'qty': 1.0, 'value': '9'}, {'label': 'large (2-3/4"" dia)', 'eqv': 175.0, 'eunit': 'g', 'qty': 1.0, 'value': '10'}, {'label': 'extra large (3"" dia)', 'eqv': 224.0, 'eunit': 'g', 'qty': 1.0, 'value': '13'}, {'label': 'NLEA serving', 'eqv': 147.0, 'eunit': 'g', 'qty': 1.0, 'value': '9'}]","Calcium, Ca",301,mg,6
518,peaches,0,09236,Minerals,"[{'label': 'cup slices', 'eqv': 154.0, 'eunit': 'g', 'qty': 1.0, 'value': '0.39'}, {'label': 'small (2-1/2"" dia)', 'eqv': 130.0, 'eunit': 'g', 'qty': 1.0, 'value': '0.33'}, {'label': 'medium (2-2/3"" dia)', 'eqv': 150.0, 'eunit': 'g', 'qty': 1.0, 'value': '0.38'}, {'label': 'large (2-3/4"" dia)', 'eqv': 175.0, 'eunit': 'g', 'qty': 1.0, 'value': '0.44'}, {'label': 'extra large (3"" dia)', 'eqv': 224.0, 'eunit': 'g', 'qty': 1.0, 'value': '0.56'}, {'label': 'NLEA serving', 'eqv': 147.0, 'eunit': 'g', 'qty': 1.0, 'value': '0.37'}]","Iron, Fe",303,mg,0.25
519,peaches,0,09236,Minerals,"[{'label': 'cup slices', 'eqv': 154.0, 'eunit': 'g', 'qty': 1.0, 'value': '14'}, {'label': 'small (2-1/2"" dia)', 'eqv': 130.0, 'eunit': 'g', 'qty': 1.0, 'value': '12'}, {'label': 'medium (2-2/3"" dia)', 'eqv': 150.0, 'eunit': 'g', 'qty': 1.0, 'value': '14'}, {'label': 'large (2-3/4"" dia)', 'eqv': 175.0, 'eunit': 'g', 'qty': 1.0, 'value': '16'}, {'label': 'extra large (3"" dia)', 'eqv': 224.0, 'eunit': 'g', 'qty': 1.0, 'value': '20'}, {'label': 'NLEA serving', 'eqv': 147.0, 'eunit': 'g', 'qty': 1.0, 'value': '13'}]","Magnesium, Mg",304,mg,9
520,peaches,0,09236,Minerals,"[{'label': 'cup slices', 'eqv': 154.0, 'eunit': 'g', 'qty': 1.0, 'value': '31'}, {'label': 'small (2-1/2"" dia)', 'eqv': 130.0, 'eunit': 'g', 'qty': 1.0, 'value': '26'}, {'label': 'medium (2-2/3"" dia)', 'eqv': 150.0, 'eunit': 'g', 'qty': 1.0, 'value': '30'}, {'label': 'large (2-3/4"" dia)', 'eqv': 175.0, 'eunit': 'g', 'qty': 1.0, 'value': '35'}, {'label': 'extra large (3"" dia)', 'eqv': 224.0, 'eunit': 'g', 'qty': 1.0, 'value': '45'}, {'label': 'NLEA serving', 'eqv': 147.0, 'eunit': 'g', 'qty': 1.0, 'value': '29'}]","Phosphorus, P",305,mg,20
521,peaches,0,09236,Minerals,"[{'label': 'cup slices', 'eqv': 154.0, 'eunit': 'g', 'qty': 1.0, 'value': '293'}, {'label': 'small (2-1/2"" dia)', 'eqv': 130.0, 'eunit': 'g', 'qty': 1.0, 'value': '247'}, {'label': 'medium (2-2/3"" dia)', 'eqv': 150.0, 'eunit': 'g', 'qty': 1.0, 'value': '285'}, {'label': 'large (2-3/4"" dia)', 'eqv': 175.0, 'eunit': 'g', 'qty': 1.0, 'value': '332'}, {'label': 'extra large (3"" dia)', 'eqv': 224.0, 'eunit': 'g', 'qty': 1.0, 'value': '426'}, {'label': 'NLEA serving', 'eqv': 147.0, 'eunit': 'g', 'qty': 1.0, 'value': '279'}]","Potassium, K",306,mg,190
522,peaches,0,09236,Minerals,"[{'label': 'cup slices', 'eqv': 154.0, 'eunit': 'g', 'qty': 1.0, 'value': '0'}, {'label': 'small (2-1/2"" dia)', 'eqv': 130.0, 'eunit': 'g', 'qty': 1.0, 'value': '0'}, {'label': 'medium (2-2/3"" dia)', 'eqv': 150.0, 'eunit': 'g', 'qty': 1.0, 'value': '0'}, {'label': 'large (2-3/4"" dia)', 'eqv': 175.0, 'eunit': 'g', 'qty': 1.0, 'value': '0'}, {'label': 'extra large (3"" dia)', 'eqv': 224.0, 'eunit': 'g', 'qty': 1.0, 'value': '0'}, {'label': 'NLEA serving', 'eqv': 147.0, 'eunit': 'g', 'qty': 1.0, 'value': '0'}]","Sodium, Na",307,mg,0
523,peaches,0,09236,Minerals,"[{'label': 'cup slices', 'eqv': 154.0, 'eunit': 'g', 'qty': 1.0, 'value': '0.26'}, {'label': 'small (2-1/2"" dia)', 'eqv': 130.0, 'eunit': 'g', 'qty': 1.0, 'value': '0.22'}, {'label': 'medium (2-2/3"" dia)', 'eqv': 150.0, 'eunit': 'g', 'qty': 1.0, 'value': '0.26'}, {'label': 'large (2-3/4"" dia)', 'eqv': 175.0, 'eunit': 'g', 'qty': 1.0, 'value': '0.30'}, {'label': 'extra large (3"" dia)', 'eqv': 224.0, 'eunit': 'g', 'qty': 1.0, 'value': '0.38'}, {'label': 'NLEA serving', 'eqv': 147.0, 'eunit': 'g', 'qty': 1.0, 'value': '0.25'}]","Zinc, Zn",309,mg,0.17
524,peaches,0,09236,Vitamins,"[{'label': 'cup slices', 'eqv': 154.0, 'eunit': 'g', 'qty': 1.0, 'value': '10.2'}, {'label': 'small (2-1/2"" dia)', 'eqv': 130.0, 'eunit': 'g', 'qty': 1.0, 'value': '8.6'}, {'label': 'medium (2-2/3"" dia)', 'eqv': 150.0, 'eunit': 'g', 'qty': 1.0, 'value': '9.9'}, {'label': 'large (2-3/4"" dia)', 'eqv': 175.0, 'eunit': 'g', 'qty': 1.0, 'value': '11.6'}, {'label': 'extra large (3"" dia)', 'eqv': 224.0, 'eunit': 'g', 'qty': 1.0, 'value': '14.8'}, {'label': 'NLEA serving', 'eqv': 147.0, 'eunit': 'g', 'qty': 1.0, 'value': '9.7'}]","Vitamin C, total ascorbic acid",401,mg,6.6
525,peaches,0,09236,Vitamins,"[{'label': 'cup slices', 'eqv': 154.0, 'eunit': 'g', 'qty': 1.0, 'value': '0.037'}, {'label': 'small (2-1/2"" dia)', 'eqv': 130.0, 'eunit': 'g', 'qty': 1.0, 'value': '0.031'}, {'label': 'medium (2-2/3"" dia)', 'eqv': 150.0, 'eunit': 'g', 'qty': 1.0, 'value': '0.036'}, {'label': 'large (2-3/4"" dia)', 'eqv': 175.0, 'eunit': 'g', 'qty': 1.0, 'value': '0.042'}, {'label': 'extra large (3"" dia)', 'eqv': 224.0, 'eunit': 'g', 'qty': 1.0, 'value': '0.054'}, {'label': 'NLEA serving', 'eqv': 147.0, 'eunit': 'g', 'qty': 1.0, 'value': '0.035'}]",Thiamin,404,mg,0.024
526,peaches,0,09236,Vitamins,"[{'label': 'cup slices', 'eqv': 154.0, 'eunit': 'g', 'qty': 1.0, 'value': '0.048'}, {'label': 'small (2-1/2"" dia)', 'eqv': 130.0, 'eunit': 'g', 'qty': 1.0, 'value': '0.040'}, {'label': 'medium (2-2/3"" dia)', 'eqv': 150.0, 'eunit': 'g', 'qty': 1.0, 'value': '0.047'}, {'label': 'large (2-3/4"" dia)', 'eqv': 175.0, 'eunit': 'g', 'qty': 1.0, 'value': '0.054'}, {'label': 'extra large (3"" dia)', 'eqv': 224.0, 'eunit': 'g', 'qty': 1.0, 'value': '0.069'}, {'label': 'NLEA serving', 'eqv': 147.0, 'eunit': 'g', 'qty': 1.0, 'value': '0.046'}]",Riboflavin,405,mg,0.031
527,peaches,0,09236,Vitamins,"[{'label': 'cup slices', 'eqv': 154.0, 'eunit': 'g', 'qty': 1.0, 'value': '1.241'}, {'label': 'small (2-1/2"" dia)', 'eqv': 130.0, 'eunit': 'g', 'qty': 1.0, 'value': '1.048'}, {'label': 'medium (2-2/3"" dia)', 'eqv': 150.0, 'eunit': 'g', 'qty': 1.0, 'value': '1.209'}, {'label': 'large (2-3/4"" dia)', 'eqv': 175.0, 'eunit': 'g', 'qty': 1.0, 'value': '1.411'}, {'label': 'extra large (3"" dia)', 'eqv': 224.0, 'eunit': 'g', 'qty': 1.0, 'value': '1.805'}, {'label': 'NLEA serving', 'eqv': 147.0, 'eunit': 'g', 'qty': 1.0, 'value': '1.185'}]",Niacin,406,mg,0.806
528,peaches,0,09236,Vitamins,"[{'label': 'cup slices', 'eqv': 154.0, 'eunit': 'g', 'qty': 1.0, 'value': '0.038'}, {'label': 'small (2-1/2"" dia)', 'eqv': 130.0, 'eunit': 'g', 'qty': 1.0, 'value': '0.033'}, {'label': 'medium (2-2/3"" dia)', 'eqv': 150.0, 'eunit': 'g', 'qty': 1.0, 'value': '0.037'}, {'label': 'large (2-3/4"" dia)', 'eqv': 175.0, 'eunit': 'g', 'qty': 1.0, 'value': '0.044'}, {'label': 'extra large (3"" dia)', 'eqv': 224.0, 'eunit': 'g', 'qty': 1.0, 'value': '0.056'}, {'label': 'NLEA serving', 'eqv': 147.0, 'eunit': 'g', 'qty': 1.0, 'value': '0.037'}]",Vitamin B-6,415,mg,0.025
529,peaches,0,09236,Vitamins,"[{'label': 'cup slices', 'eqv': 154.0, 'eunit': 'g', 'qty': 1.0, 'value': '6'}, {'label': 'small (2-1/2"" dia)', 'eqv': 130.0, 'eunit': 'g', 'qty': 1.0, 'value': '5'}, {'label': 'medium (2-2/3"" dia)', 'eqv': 150.0, 'eunit': 'g', 'qty': 1.0, 'value': '6'}, {'label': 'large (2-3/4"" dia)', 'eqv': 175.0, 'eunit': 'g', 'qty': 1.0, 'value': '7'}, {'label': 'extra large (3"" dia)', 'eqv': 224.0, 'eunit': 'g', 'qty': 1.0, 'value': '9'}, {'label': 'NLEA serving', 'eqv': 147.0, 'eunit': 'g', 'qty': 1.0, 'value': '6'}]","Folate, DFE",435,µg,4
530,peaches,0,09236,Vitamins,"[{'label': 'cup slices', 'eqv': 154.0, 'eunit': 'g', 'qty': 1.0, 'value': '0.00'}, {'label': 'small (2-1/2"" dia)', 'eqv': 130.0, 'eunit': 'g', 'qty': 1.0, 'value': '0.00'}, {'label': 'medium (2-2/3"" dia)', 'eqv': 150.0, 'eunit': 'g', 'qty': 1.0, 'value': '0.00'}, {'label': 'large (2-3/4"" dia)', 'eqv': 175.0, 'eunit': 'g', 'qty': 1.0, 'value': '0.00'}, {'label': 'extra large (3"" dia)', 'eqv': 224.0, 'eunit': 'g', 'qty': 1.0, 'value': '0.00'}, {'label': 'NLEA serving', 'eqv': 147.0, 'eunit': 'g', 'qty': 1.0, 'value': '0.00'}]",Vitamin B-12,418,µg,0.00
531,peaches,0,09236,Vitamins,"[{'label': 'cup slices', 'eqv': 154.0, 'eunit': 'g', 'qty': 1.0, 'value': '25'}, {'label': 'small (2-1/2"" dia)', 'eqv': 130.0, 'eunit': 'g', 'qty': 1.0, 'value': '21'}, {'label': 'medium (2-2/3"" dia)', 'eqv': 150.0, 'eunit': 'g', 'qty': 1.0, 'value': '24'}, {'label': 'large (2-3/4"" dia)', 'eqv': 175.0, 'eunit': 'g', 'qty': 1.0, 'value': '28'}, {'label': 'extra large (3"" dia)', 'eqv': 224.0, 'eunit': 'g', 'qty': 1.0, 'value': '36'}, {'label': 'NLEA serving', 'eqv': 147.0, 'eunit': 'g', 'qty': 1.0, 'value': '24'}]","Vitamin A, RAE",320,µg,16
532,peaches,0,09236,Vitamins,"[{'label': 'cup slices', 'eqv': 154.0, 'eunit': 'g', 'qty': 1.0, 'value': '502'}, {'label': 'small (2-1/2"" dia)', 'eqv': 130.0, 'eunit': 'g', 'qty': 1.0, 'value': '424'}, {'label': 'medium (2-2/3"" dia)', 'eqv': 150.0, 'eunit': 'g', 'qty': 1.0, 'value': '489'}, {'label': 'large (2-3/4"" dia)', 'eqv': 175.0, 'eunit': 'g', 'qty': 1.0, 'value': '570'}, {'label': 'extra large (3"" dia)', 'eqv': 224.0, 'eunit': 'g', 'qty': 1.0, 'value': '730'}, {'label': 'NLEA serving', 'eqv': 147.0, 'eunit': 'g', 'qty': 1.0, 'value': '479'}]","Vitamin A, IU",318,IU,326
533,peaches,0,09236,Vitamins,"[{'label': 'cup slices', 'eqv': 154.0, 'eunit': 'g', 'qty': 1.0, 'value': '1.12'}, {'label': 'small (2-1/2"" dia)', 'eqv': 130.0, 'eunit': 'g', 'qty': 1.0, 'value': '0.95'}, {'label': 'medium (2-2/3"" dia)', 'eqv': 150.0, 'eunit': 'g', 'qty': 1.0, 'value': '1.09'}, {'label': 'large (2-3/4"" dia)', 'eqv': 175.0, 'eunit': 'g', 'qty': 1.0, 'value': '1.28'}, {'label': 'extra large (3"" dia)', 'eqv': 224.0, 'eunit': 'g', 'qty': 1.0, 'value': '1.64'}, {'label': 'NLEA serving', 'eqv': 147.0, 'eunit': 'g', 'qty': 1.0, 'value': '1.07'}]",Vitamin E (alpha-tocopherol),323,mg,0.73
534,peaches,0,09236,Vitamins,"[{'label': 'cup slices', 'eqv': 154.0, 'eunit': 'g', 'qty': 1.0, 'value': '0.0'}, {'label': 'small (2-1/2"" dia)', 'eqv': 130.0, 'eunit': 'g', 'qty': 1.0, 'value': '0.0'}, {'label': 'medium (2-2/3"" dia)', 'eqv': 150.0, 'eunit': 'g', 'qty': 1.0, 'value': '0.0'}, {'label': 'large (2-3/4"" dia)', 'eqv': 175.0, 'eunit': 'g', 'qty': 1.0, 'value': '0.0'}, {'label': 'extra large (3"" dia)', 'eqv': 224.0, 'eunit': 'g', 'qty': 1.0, 'value': '0.0'}, {'label': 'NLEA serving', 'eqv': 147.0, 'eunit': 'g', 'qty': 1.0, 'value': '0.0'}]",Vitamin D (D2 + D3),328,µg,0.0
535,peaches,0,09236,Vitamins,"[{'label': 'cup slices', 'eqv': 154.0, 'eunit': 'g', 'qty': 1.0, 'value': '0'}, {'label': 'small (2-1/2"" dia)', 'eqv': 130.0, 'eunit': 'g', 'qty': 1.0, 'value': '0'}, {'label': 'medium (2-2/3"" dia)', 'eqv': 150.0, 'eunit': 'g', 'qty': 1.0, 'value': '0'}, {'label': 'large (2-3/4"" dia)', 'eqv': 175.0, 'eunit': 'g', 'qty': 1.0, 'value': '0'}, {'label': 'extra large (3"" dia)', 'eqv': 224.0, 'eunit': 'g', 'qty': 1.0, 'value': '0'}, {'label': 'NLEA serving', 'eqv': 147.0, 'eunit': 'g', 'qty': 1.0, 'value': '0'}]",Vitamin D,324,IU,0
536,peaches,0,09236,Vitamins,"[{'label': 'cup slices', 'eqv': 154.0, 'eunit': 'g', 'qty': 1.0, 'value': '4.0'}, {'label': 'small (2-1/2"" dia)', 'eqv': 130.0, 'eunit': 'g', 'qty': 1.0, 'value': '3.4'}, {'label': 'medium (2-2/3"" dia)', 'eqv': 150.0, 'eunit': 'g', 'qty': 1.0, 'value': '3.9'}, {'label': 'large (2-3/4"" dia)', 'eqv': 175.0, 'eunit': 'g', 'qty': 1.0, 'value': '4.5'}, {'label': 'extra large (3"" dia)', 'eqv': 224.0, 'eunit': 'g', 'qty': 1.0, 'value': '5.8'}, {'label': 'NLEA serving', 'eqv': 147.0, 'eunit': 'g', 'qty': 1.0, 'value': '3.8'}]",Vitamin K (phylloquinone),430,µg,2.6
537,peaches,0,09236,Lipids,"[{'label': 'cup slices', 'eqv': 154.0, 'eunit': 'g', 'qty': 1.0, 'value': '0.029'}, {'label': 'small (2-1/2"" dia)', 'eqv': 130.0, 'eunit': 'g', 'qty': 1.0, 'value': '0.025'}, {'label': 'medium (2-2/3"" dia)', 'eqv': 150.0, 'eunit': 'g', 'qty': 1.0, 'value': '0.029'}, {'label': 'large (2-3/4"" dia)', 'eqv': 175.0, 'eunit': 'g', 'qty': 1.0, 'value': '0.033'}, {'label': 'extra large (3"" dia)', 'eqv': 224.0, 'eunit': 'g', 'qty': 1.0, 'value': '0.043'}, {'label': 'NLEA serving', 'eqv': 147.0, 'eunit': 'g', 'qty': 1.0, 'value': '0.028'}]","Fatty acids, total saturated",606,g,0.019
538,peaches,0,09236,Lipids,"[{'label': 'cup slices', 'eqv': 154.0, 'eunit': 'g', 'qty': 1.0, 'value': '0.103'}, {'label': 'small (2-1/2"" dia)', 'eqv': 130.0, 'eunit': 'g', 'qty': 1.0, 'value': '0.087'}, {'label': 'medium (2-2/3"" dia)', 'eqv': 150.0, 'eunit': 'g', 'qty': 1.0, 'value': '0.101'}, {'label': 'large (2-3/4"" dia)', 'eqv': 175.0, 'eunit': 'g', 'qty': 1.0, 'value': '0.117'}, {'label': 'extra large (3"" dia)', 'eqv': 224.0, 'eunit': 'g', 'qty': 1.0, 'value': '0.150'}, {'label': 'NLEA serving', 'eqv': 147.0, 'eunit': 'g', 'qty': 1.0, 'value': '0.098'}]","Fatty acids, total monounsaturated",645,g,0.067
539,peaches,0,09236,Lipids,"[{'label': 'cup slices', 'eqv': 154.0, 'eunit': 'g', 'qty': 1.0, 'value': '0.132'}, {'label': 'small (2-1/2"" dia)', 'eqv': 130.0, 'eunit': 'g', 'qty': 1.0, 'value': '0.112'}, {'label': 'medium (2-2/3"" dia)', 'eqv': 150.0, 'eunit': 'g', 'qty': 1.0, 'value': '0.129'}, {'label': 'large (2-3/4"" dia)', 'eqv': 175.0, 'eunit': 'g', 'qty': 1.0, 'value': '0.150'}, {'label': 'extra large (3"" dia)', 'eqv': 224.0, 'eunit': 'g', 'qty': 1.0, 'value': '0.193'}, {'label': 'NLEA serving', 'eqv': 147.0, 'eunit': 'g', 'qty': 1.0, 'value': '0.126'}]","Fatty acids, total polyunsaturated",646,g,0.086
540,peaches,0,09236,Lipids,"[{'label': 'cup slices', 'eqv': 154.0, 'eunit': 'g', 'qty': 1.0, 'value': '0.000'}, {'label': 'small (2-1/2"" dia)', 'eqv': 130.0, 'eunit': 'g', 'qty': 1.0, 'value': '0.000'}, {'label': 'medium (2-2/3"" dia)', 'eqv': 150.0, 'eunit': 'g', 'qty': 1.0, 'value': '0.000'}, {'label': 'large (2-3/4"" dia)', 'eqv': 175.0, 'eunit': 'g', 'qty': 1.0, 'value': '0.000'}, {'label': 'extra large (3"" dia)', 'eqv': 224.0, 'eunit': 'g', 'qty': 1.0, 'value': '0.000'}, {'label': 'NLEA serving', 'eqv': 147.0, 'eunit': 'g', 'qty': 1.0, 'value': '0.000'}]","Fatty acids, total trans",605,g,0.000
541,peaches,0,09236,Lipids,"[{'label': 'cup slices', 'eqv': 154.0, 'eunit': 'g', 'qty': 1.0, 'value': '0'}, {'label': 'small (2-1/2"" dia)', 'eqv': 130.0, 'eunit': 'g', 'qty': 1.0, 'value': '0'}, {'label': 'medium (2-2/3"" dia)', 'eqv': 150.0, 'eunit': 'g', 'qty': 1.0, 'value': '0'}, {'label': 'large (2-3/4"" dia)', 'eqv': 175.0, 'eunit': 'g', 'qty': 1.0, 'value': '0'}, {'label': 'extra large (3"" dia)', 'eqv': 224.0, 'eunit': 'g', 'qty': 1.0, 'value': '0'}, {'label': 'NLEA serving', 'eqv': 147.0, 'eunit': 'g', 'qty': 1.0, 'value': '0'}]",Cholesterol,601,mg,0
542,peaches,0,09236,Other,"[{'label': 'cup slices', 'eqv': 154.0, 'eunit': 'g', 'qty': 1.0, 'value': '0'}, {'label': 'small (2-1/2"" dia)', 'eqv': 130.0, 'eunit': 'g', 'qty': 1.0, 'value': '0'}, {'label': 'medium (2-2/3"" dia)', 'eqv': 150.0, 'eunit': 'g', 'qty': 1.0, 'value': '0'}, {'label': 'large (2-3/4"" dia)', 'eqv': 175.0, 'eunit': 'g', 'qty': 1.0, 'value': '0'}, {'label': 'extra large (3"" dia)', 'eqv': 224.0, 'eunit': 'g', 'qty': 1.0, 'value': '0'}, {'label': 'NLEA serving', 'eqv': 147.0, 'eunit': 'g', 'qty': 1.0, 'value': '0'}]",Caffeine,262,mg,0
